RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,73.0,81.13778862677884,16.0,59.925871094975015,15.549898340561311,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,21.0,-7.0,2.0,2.0,45.76580750826096,-8.0,6.0,1.0,1.0,78.6681198750918
0,73.0,242.70015321327207,3.0,96.01919599618736,36.80442234716593,0.0,0.0,100.0,-7.0,6.0,8.0,38.0,2.0,38.0,-7.0,0.0,0.0,47.5668794732766,63.52082998717818,8.0,3.0,2.0,75.0
0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
0,85.57626909641216,342.22737369307305,6.0,124.9688581577767,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,7.8173119130939135,1.0,1.0,1.0,9.0,-8.0,3.0,1.0,0.0,25.889719273886843
0,85.0,178.0842871640994,9.0,97.0,10.0,0.0,0.0,90.7549564056361,26.374486100832698,6.0,6.0,12.0,1.0,13.0,4.0,1.0,1.0,2.0,-8.0,2.0,-8.0,0.0,30.660246858095487
0,62.14789306176242,221.396934701762,6.0,63.0,29.0,1.0,0.0,85.45130648644833,1.320192630079574,4.0,5.0,31.215867496523074,3.0,25.013733534037737,11.0,0.0,0.0,31.17592128546203,59.865528426488815,6.0,2.0,1.0,46.650215171668336
0,86.82508203325996,321.2786395120429,30.07042453615831,131.34504797466172,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.760907834164648,0.0,33.0,-8.0,0.0,0.0,10.964498475927057,47.96937797833484,3.0,1.0,0.0,75.0
0,85.01829812499236,167.4433284273014,1.0,72.66047189141703,19.95483056622339,0.0,0.0,100.0,-7.0,7.0,8.0,24.379758689038823,2.0,40.0,-7.0,1.0,1.0,9.0,49.138104510511624,3.0,3.0,0.0,67.0
0,86.0,165.22555735062073,4.0,76.14555561713169,25.77270787889535,0.0,0.0,100.0,-7.0,6.0,8.0,26.0,4.0,48.82821153993395,0.0,0.0,0.0,4.0,97.11737509641493,1.0,2.0,0.0,41.756507434642735
0,80.94830559112759,255.79111510521028,6.898730299623793,95.81921802283654,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,1.0,47.258864850425844,0.0,1.0,1.0,8.0,86.46930686780361,3.0,3.0,0.0,80.0
0,84.0,346.0687513524463,13.376660288012866,115.95514267975514,25.16685343670152,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,33.0,1.0,2.0,2.0,2.0,79.17397784723143,1.0,3.0,0.0,50.0
0,75.0,165.67112140010835,19.76176300738351,91.22403115011501,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,18.0,0.0,2.0,2.0,70.84856492641076,-8.0,2.0,1.0,1.0,75.0
0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
0,77.63515194891997,273.60997357340995,2.0,80.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,3.0,36.05510395816014,0.0,1.0,1.0,24.63966977240279,81.0,4.0,3.0,1.0,75.0
0,80.0,150.32820466747071,2.0,61.984034405064065,42.00874952680806,0.0,0.0,100.0,-7.0,7.0,8.0,45.34451718491861,3.0,50.27406658654952,0.0,3.0,3.0,8.0,59.40286889249711,2.0,4.0,0.0,60.0
0,65.0,240.08426145961198,4.0,87.0,35.00580502597003,1.0,0.0,88.12283255409707,15.021051646884318,6.0,5.0,38.0,2.0,33.0,2.0,2.0,2.0,48.803277445845914,62.31934437198629,5.0,3.0,1.0,67.0
0,66.0,165.10626333848722,2.0,70.376221138699,20.0,1.0,1.0,90.46103161474478,17.71153861823145,6.0,2.0,22.65485603214333,2.0,40.0,0.0,1.0,1.0,64.83336442765417,27.65002598996085,6.0,2.0,3.0,75.65048172237432
0,81.0,258.3355502185375,5.0,88.52161803978255,37.741450201358354,0.0,0.0,100.0,-7.0,7.0,8.0,40.02860697631003,1.0,38.0,0.0,3.0,3.0,30.283421013960815,59.73792795653556,7.0,4.0,0.0,68.5398585023719
0,90.0,430.4607162164871,5.0,133.82088058696274,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,13.0,10.0,0.0,0.0,2.705080197908839,-8.0,4.0,1.0,0.0,55.56949673006318
0,71.0,314.266598172722,5.0,70.0,25.0,0.0,0.0,96.0,65.4271467251468,6.0,6.0,28.94672622431492,4.0,19.0,0.0,1.0,1.0,42.18394252266917,-8.0,3.0,1.0,2.0,41.62982752514023
0,64.62454234233152,278.3334743447815,3.0,95.9721374762889,39.73378432333976,0.0,0.0,96.0,44.404862498949015,6.0,6.0,40.31772347449703,1.0,43.0,1.0,1.0,1.0,66.08164537758289,87.57138383790696,7.0,3.0,3.0,64.2454029981138
0,59.12713608745909,151.14778418767145,8.0,73.0,21.0,2.0,1.0,90.8425510821927,2.0,3.0,2.0,28.0,1.0,31.372309779885757,-7.0,0.0,0.0,37.99048908064868,71.0222029836795,4.0,3.0,1.0,83.0
0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
0,71.92020888564208,263.08274165585976,17.0,115.27632351130592,16.0,0.0,0.0,92.0,29.85097145209468,6.0,6.0,18.0,0.0,20.0,0.0,1.0,1.0,66.4597857733244,-8.0,3.0,1.0,2.0,59.82670635094032
0,72.0,242.77692691215879,16.053277568005925,80.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,24.54227858603923,-7.0,1.0,1.0,70.73490635393415,47.43293617862021,5.0,3.0,3.0,67.62639058487696
0,72.0,161.41658369805523,7.0,53.18299505196278,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.236291864817684,3.0,69.79223618228605,0.0,1.0,1.0,76.23420825708105,90.70739497297431,2.0,3.0,1.0,91.18779702011757
0,70.0,152.0448594440556,3.0,49.73630153320219,35.00217756578971,0.0,0.0,100.0,-7.0,6.0,8.0,38.0,4.0,58.417377354977056,0.0,1.0,1.0,74.51601840034127,92.84094679075956,6.0,3.0,1.0,100.0
0,72.0,315.52555036439634,2.0,63.0,32.58986244658112,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,5.0,40.99540033671804,0.0,4.0,4.0,43.0,75.25849315959256,5.0,5.0,1.0,78.53828314328713
0,84.0,159.2681740208365,3.0,85.0,24.0,0.0,0.0,100.0,-7.0,6.0,8.0,26.0,2.0,43.0,-7.0,0.0,0.0,23.529990239024453,74.65124398350987,3.0,3.0,0.0,67.0
0,64.0,243.38597819037818,2.0,81.77145406551956,55.64636037245757,0.0,0.0,97.0,4.54647652923544,4.0,6.0,56.965549213033505,5.0,42.0,0.0,1.0,1.0,43.0,82.40962750219397,5.0,4.0,2.0,53.12796830691825
0,87.0,422.68466398219323,15.0,112.4536351480469,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,13.649358589624057,15.0,0.0,0.0,6.0,-8.0,2.0,1.0,0.0,38.0
0,81.0,226.4262157123786,4.0,66.68731058412308,33.72046659253441,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,3.0,36.8458628523877,2.0,1.0,1.0,29.49416469873318,87.76721263619208,6.0,4.0,0.0,68.59196734517553
0,88.0,169.87378867136962,4.0,69.77404648968958,22.840284625250405,0.0,0.0,100.0,-7.0,7.0,8.0,22.738314000200443,3.0,13.0,-8.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,29.12806022485515
0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
0,90.9185788479958,413.9844479708408,24.659933487566885,133.74820685418064,10.14673470578719,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,9.395978224558752,0.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,35.84150146043355
0,88.0,99.85132256207886,17.0,71.0,10.420877634409626,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,47.45957950018264,0.0,1.0,1.0,0.0,50.92269448840835,0.0,1.0,0.0,20.225040485020116
0,82.49663225980068,303.7364429896439,13.0,100.50220004139615,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,0.0,18.0,-8.0,0.0,0.0,25.344566875134895,-8.0,4.0,1.0,1.0,44.0
0,73.0,298.5570064728965,4.0,101.80801388383318,21.0,1.0,1.0,96.0,68.04915870358226,6.0,3.0,23.0,1.0,44.10386542804813,0.0,1.0,1.0,39.93234968318832,76.0,5.0,2.0,0.0,100.0
0,79.93559382448488,153.70808304268292,2.0,52.36774153455637,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,3.0,60.954272580922634,1.0,3.0,3.0,0.0,83.34264227984278,1.0,4.0,0.0,77.28442627867959
0,82.0,286.8553903761601,2.0,91.72247396040622,35.999242295503564,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,3.0,25.459943311222236,0.0,3.0,3.0,5.0,100.0,5.0,2.0,0.0,45.104009285529514
0,82.0,159.35375176900408,4.626172782588499,76.58729983338401,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,20.329337751720065,0.0,0.0,0.0,22.96589919509238,80.16341876230496,3.0,3.0,0.0,50.0
0,80.0,264.23342544907365,8.547130154711843,102.0,15.0,0.0,0.0,94.0,22.496852325950734,6.0,6.0,15.0,1.0,38.0,0.0,0.0,0.0,33.883062794515496,37.55039224850417,3.0,2.0,0.0,63.0
0,70.93195476998993,150.36511519827565,23.707284906839018,72.0409267405988,12.0,1.0,1.0,100.0,-7.0,6.0,8.0,12.0,0.0,17.0,-7.0,0.0,0.0,50.28441585366903,15.787807915428976,4.0,1.0,1.0,100.0
0,78.65826741051252,99.95048419582321,6.0,49.06523050650336,10.937646564856031,0.0,0.0,100.0,-7.0,7.0,8.0,10.393363667528586,2.0,50.769421312274225,11.0,0.0,0.0,41.00777145236621,83.04697986147595,3.0,3.0,0.0,100.0
0,85.0,164.72462881333576,3.0,65.45222363067812,12.0,0.0,0.0,92.0,61.208013364437534,6.0,6.0,12.0,2.0,13.0,0.0,2.0,2.0,1.7130258601701445,79.35119381786136,1.0,1.0,0.0,44.786830822022694
0,75.0,230.30309461151836,5.0,92.33803443235902,31.01318059748816,0.0,0.0,96.71303685790794,41.76851022634826,6.0,6.0,34.63544892036675,1.0,54.28932156579696,0.0,2.0,2.0,36.754018850267144,68.43424914420758,5.0,2.0,1.0,67.0
0,77.0,239.522708407878,7.0,92.72008792531028,17.0,1.0,1.0,89.0,23.02514002282475,6.0,2.0,19.0,1.0,26.0,-7.0,0.0,0.0,11.0,-8.0,1.0,1.0,1.0,30.692395545038824
0,77.0,179.25419552465655,6.0,83.42844518776273,15.0,0.0,0.0,88.22596279729142,44.33120256339825,6.0,6.0,15.146754727685936,1.0,42.0,0.0,2.0,2.0,27.711481407054382,34.389475348222604,3.0,3.0,0.0,71.0
0,80.8148006727083,156.4337251991724,5.841960394977707,68.2329305492877,27.43181635831778,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,3.0,55.15098836314598,-7.0,0.0,0.0,24.22851431698349,83.06461673225975,3.0,6.0,0.0,75.0
0,85.0,403.4680276581351,15.089542056077324,132.72325831119593,23.0,0.0,0.0,96.0,45.044164533252605,6.0,6.0,23.0,0.0,21.135575688751857,-8.0,0.0,0.0,8.0,-8.0,2.0,1.0,0.0,35.539904171868464
0,64.18341975566915,146.1292763786943,14.749599907468296,74.0,20.0,1.0,1.0,80.56823569848004,4.768305389406073,4.0,5.0,24.0,0.0,39.87441110982629,0.0,1.0,1.0,27.0,49.86238023455142,2.0,2.0,0.0,50.0
0,87.0,173.3211090174803,10.0,81.49806984884948,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,53.67238320251174,-8.0,0.0,0.0,0.0,54.03085788331302,1.0,3.0,0.0,67.0
0,86.0,206.5009220330225,7.0,82.0,46.22308362808167,0.0,0.0,100.0,-7.0,7.0,8.0,50.65486167433596,1.0,14.0,13.0,0.0,0.0,0.0,-8.0,2.0,1.0,0.0,4.048836485476984
0,57.00426964758437,234.7509483716705,3.0,82.0,19.50725045002226,1.0,0.0,80.18040167386718,3.907521039645351,4.0,5.0,21.0,3.0,28.0,-7.0,1.0,1.0,66.67412449640287,58.53709086967384,7.0,3.0,3.0,75.0
0,85.0,254.83460791198794,3.6127394686194436,111.88701235495007,43.31783211730454,0.0,0.0,100.0,-7.0,7.0,8.0,45.7899246299014,2.0,35.0,0.0,1.0,1.0,8.0,84.48393042070403,5.0,6.0,0.0,56.0
0,75.0,185.35551410276418,3.0,68.37593927048843,52.01221706655259,0.0,0.0,100.0,-7.0,7.0,8.0,52.179556048569815,6.0,10.852426112860242,1.0,2.0,2.0,21.81284158038222,77.97535433172513,4.0,3.0,2.0,35.859841191377136
0,64.55855833562612,189.74856406717325,2.0,62.35777757658874,37.98553355989599,0.0,0.0,94.70656477020962,24.57261874647688,6.0,6.0,38.41776718736657,5.0,57.83343202617592,0.0,4.0,4.0,60.20407899450681,69.9494492330974,6.0,7.0,1.0,83.0
0,71.0,240.76555274298346,28.67023704908737,114.76917735107703,12.0,1.0,1.0,89.0,12.107092182755613,4.0,2.0,16.64828089343531,0.0,50.0,0.0,0.0,0.0,54.17914197646686,94.65291773677201,2.0,2.0,0.0,75.0
0,68.0,395.85936999067525,14.417000365271063,117.10652569982274,20.0,1.0,0.0,84.68904674040617,-7.0,4.0,5.0,21.0,0.0,43.56390162127781,9.0,0.0,0.0,9.727314678477109,39.04572622840859,3.0,3.0,0.0,57.0
0,80.0,157.43122485976804,2.0,66.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,4.0,25.0,1.0,3.0,3.0,2.0,85.61838845140251,2.0,3.0,0.0,42.060893770918796
0,86.0,272.1838209077414,28.748626627556337,116.73401027776465,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,2.642451738726412,0.0,0.0,0.0,8.66972189553896,-8.0,2.0,-8.0,1.0,23.567099996601353
0,89.0,309.0787902347651,11.63605830904932,109.47795040160099,48.995332267209164,0.0,0.0,100.0,-7.0,7.0,8.0,51.43977252424272,1.0,11.4990239007553,-7.0,0.0,0.0,0.0,-8.0,3.0,2.0,0.0,16.403464907524494
0,66.0,182.67305477612877,2.0,57.67823234849861,34.826160964934616,1.0,0.0,92.0,22.289569637675246,6.0,5.0,37.46469729470129,5.0,18.424135383101746,1.0,3.0,3.0,22.48917877831817,76.0,6.0,2.0,1.0,46.601170806802934
0,88.0,229.33651463791406,7.0,97.58805435319012,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.19860185562066,1.0,17.39641025592702,17.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,18.081713732740106
0,75.0,40.259107227104124,3.7067792690423342,28.198974587970458,16.685692019060586,0.0,0.0,100.0,-7.0,7.0,8.0,16.560282455507345,3.0,28.0,1.0,1.0,1.0,6.0,84.91777288497536,3.0,2.0,1.0,44.709064444109345
0,72.0,230.71004974679903,2.0,87.03304286340754,19.0,0.0,0.0,85.1321783663148,16.372294522680694,6.0,6.0,22.0,2.0,22.0,3.0,2.0,2.0,38.76866912120068,-8.0,4.0,1.0,1.0,57.0
0,63.45965666515125,265.9106464950307,3.0,75.37403402668836,39.02373093799173,0.0,0.0,92.0,28.45224910614399,6.0,6.0,39.688574044869036,5.0,30.961947254426782,0.0,3.0,3.0,31.90818381480872,45.32691848628735,11.0,2.0,3.0,69.51555503119002
0,74.70722634186184,316.3463343000254,1.6345912202917297,88.54694027637639,51.93520555715521,0.0,0.0,100.0,-7.0,7.0,8.0,54.83014006588971,3.0,26.388423507348115,0.0,6.0,6.0,13.0,56.45163401958856,10.0,3.0,1.0,68.49415883549747
0,80.0,148.32554117951514,3.0,63.20782127883107,27.813478340583757,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,2.0,38.0,2.0,2.0,2.0,28.455819158711357,95.37635345041855,2.0,3.0,0.0,71.0
0,74.97373857419139,207.72333538320467,4.0,57.133639091756706,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.37500445349529,1.0,50.7665594723991,5.0,6.0,6.0,64.24901971775768,53.87360245030533,3.0,4.0,1.0,75.0
0,90.46428007137982,328.73599797649706,17.387353714240284,145.50734306752736,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,29.0,0.0,1.0,1.0,6.0,-8.0,3.0,-8.0,0.0,75.0
0,82.0,184.84862611589125,5.0,69.81434988019878,19.830166168816323,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,22.447052401656858,23.0,0.0,0.0,24.82857802835409,-8.0,2.0,1.0,0.0,50.0
0,91.94583016671277,397.2379937796918,15.0,168.22115228310471,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.349458669190165,0.0,9.881882743999853,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,0.0,32.341604299928434
0,84.0,125.72772145976242,3.0,60.226064211416066,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.171860265532217,1.0,58.30719922732457,-8.0,0.0,0.0,23.0,15.845865750587286,2.0,1.0,0.0,43.445697967218386
0,75.0,326.3424928084548,10.0,98.73239928205338,19.86053339867947,0.0,0.0,90.0,22.257383067890604,6.0,6.0,19.028917731384666,1.0,32.0,9.0,0.0,0.0,25.904271811293796,-8.0,8.0,2.0,0.0,99.58014312380362
0,74.0,301.11302381114245,2.2656502725904906,102.54140668406365,12.0,1.0,1.0,90.0,36.48085108316688,6.0,2.0,13.11639844486009,2.0,50.0,3.0,2.0,1.0,0.8986782201270622,83.0620694665994,1.0,2.0,0.0,50.0
0,80.0,323.45937844165417,4.226326966337631,109.68448846380325,29.0,0.0,0.0,96.50384127818853,52.67961824605098,6.0,6.0,31.0,1.0,25.0,0.0,2.0,2.0,6.1269844646065925,-8.0,4.0,1.0,1.0,46.45783922025124
0,81.0,124.56168614705335,7.162082526919256,60.2144012021874,35.992485270473175,0.0,0.0,100.0,-7.0,7.0,8.0,37.51484824616931,1.0,17.304443273076647,0.0,1.0,1.0,8.0,63.33605219964977,4.0,2.0,0.0,33.0
0,77.0,303.4316187424578,11.646791674246249,116.15687503060862,27.0,1.0,0.0,95.0,26.940743845603205,6.0,5.0,30.271746221279116,1.0,38.0,0.0,1.0,1.0,11.252893306414741,43.81984401511346,4.0,2.0,0.0,57.0
0,78.0,122.06409895882446,5.0,56.57860219592034,25.345353909328868,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,51.03577556254558,0.0,1.0,1.0,35.53693988641591,75.45714082415222,3.0,5.0,1.0,67.0
0,87.0,283.9948680980874,12.0,102.94702067179914,26.997300102553794,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,0.0,17.0,22.0,0.0,0.0,8.43294612476513,-8.0,2.0,1.0,0.0,30.110952605544934
0,81.08283016929076,227.47314427362684,3.0,71.19286398997927,22.131373297696086,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,33.0,2.0,1.0,1.0,22.36488610510349,82.57802176959379,4.0,3.0,0.0,75.0
0,74.0,325.9274923854509,2.0,87.10700393657244,37.953401030774046,0.0,0.0,97.95592584042721,22.01740882090803,6.0,6.0,39.87560925850264,5.0,33.0,0.0,5.0,4.0,10.0,-8.0,4.0,2.0,0.0,43.144925963622214
0,78.0,187.05811080000828,16.0,95.4682304662953,16.0,0.0,0.0,89.0,65.719122230317,6.0,6.0,18.5625952385319,0.0,55.04508633076413,-7.0,0.0,0.0,57.47510979114354,72.98403993960584,3.0,3.0,0.0,100.0
0,87.0,302.41362084914164,7.184625539461275,139.21984110591552,20.45070311212495,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,20.0,-7.0,0.0,0.0,8.0,-8.0,5.0,1.0,0.0,55.20064210378008
0,66.25539772591908,103.3806931944328,7.0,45.4809808869818,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,27.0,-7.0,3.0,3.0,66.5948562832624,-8.0,5.0,1.0,2.0,64.0
0,87.20387345980907,375.60670822313335,26.529704048509423,115.67483685443581,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,18.0,20.0,0.0,0.0,5.0,-8.0,3.0,1.0,0.0,40.0
0,66.0,125.74443299643706,18.145758619287875,58.94777878863439,21.0,1.0,0.0,88.10713319465361,21.81677337621811,6.0,5.0,24.0,0.0,32.0,0.0,1.0,1.0,62.18041858313855,62.323269470534605,4.0,2.0,2.0,56.56231191716818
0,90.84902923819637,179.8398295065111,13.989398344396223,81.92035845474219,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,29.852253778568322,-7.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,26.856345006354886
0,73.0,125.49809427636728,30.309579407663,69.85601363657118,13.0,0.0,0.0,92.0,25.766011579395702,6.0,6.0,14.185535220334225,0.0,42.281080240483675,0.0,0.0,0.0,32.0,-8.0,2.0,1.0,0.0,57.917624621957216
0,72.17107637317893,291.4295608609945,4.0,80.77040761490994,39.388262418252,0.0,0.0,96.4414105086374,73.77349606926526,6.0,6.0,39.528832533493606,2.0,53.80504359404543,1.0,3.0,3.0,58.85518608881169,75.56284995509442,4.0,3.0,1.0,67.0
0,77.0,279.34724165447307,20.140998376260338,107.82551631536016,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.01210945063818,0.0,26.444442595657858,0.0,1.0,1.0,43.67098092055608,53.896956801822064,3.0,2.0,2.0,67.0
0,90.7146844783599,306.79962239040776,51.806284221545404,157.85472315002244,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,10.269983642168588,-7.0,0.0,0.0,6.0,-8.0,3.0,1.0,0.0,50.0
0,82.0,270.71141597078054,7.0,103.60423838586352,29.073553011869926,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,1.0,29.0,-7.0,0.0,0.0,19.518683931981986,60.58559988796326,4.0,3.0,0.0,63.172611489395116
0,83.0,222.71094647913432,17.0,109.26607062229928,21.85691895131193,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,42.76660092891504,10.0,0.0,0.0,22.30601295983466,50.112460579450165,3.0,3.0,1.0,75.0
0,81.0,122.27855476060597,2.0,52.14185966048207,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,20.0,3.0,0.0,0.0,13.993039450241064,-8.0,3.0,2.0,0.0,63.0
