Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,cond
68373.0,1.212292,0.22333476,0.31696182,0.8220784,0.19169979,0.3231797,-0.09541342,0.040250037,0.11399234,-0.11378071,-0.8762294,0.5162883,1.187345,0.011915396,1.3951666,0.3398951,-0.69823414,-0.41768128,-0.348938,-0.03971348,-0.21216127,-0.5643638,-0.01004331,-0.9830863,0.38954064,-0.5339244,0.055532843,0.025360232,20.0,0
80271.0,1.2360396,-0.000977174,0.90644443,1.0683986,-0.56281924,0.17599283,-0.58294445,0.13493775,0.85187876,-0.13771814,-1.449199,-0.002348711,0.01968534,-0.2512838,0.7088174,0.526412,-0.69848895,0.3724165,-0.04390481,-0.12879182,-0.06818854,-0.037509393,-0.09923812,-0.45474777,0.4976045,-0.3468512,0.06798301,0.028834416,1.0,0
22566.0,-1.7728256,-0.540115,2.1720166,-2.109174,0.46226367,-0.1415271,-0.43290275,0.25844306,0.14764717,-0.4051824,2.1796024,-2.5129614,0.6404322,1.6207616,-0.7904311,-0.89634687,0.34759232,0.81695294,-2.8473125,-0.9093991,-0.6243818,-1.2754925,-0.0592835,-0.40994653,-0.18016727,0.29049662,-0.28912738,0.15904579,27.6,0
138389.0,-0.44834724,0.7346061,-0.1750813,0.7126481,0.50169164,0.3474772,0.43939435,0.3839633,0.31497142,-0.86413294,0.32121328,0.6710783,-0.49666637,-1.4163322,-2.3066387,-0.08666902,0.6882435,0.95447385,-0.3013465,-0.2851426,0.29071933,1.2413552,-0.12799314,0.64229786,0.25584617,-0.39945328,-0.28487232,-0.2932461,51.19,0
166919.0,1.7669222,-0.2925028,-1.4413036,0.6154787,0.13374764,-0.29501307,-0.054988705,-0.025054725,0.36855257,-0.32486042,1.3616396,1.0759702,0.45228693,-1.018034,-0.2930274,0.61803025,0.3015484,0.52609813,-0.13100208,0.10117158,0.014290821,-0.06888422,0.14070144,0.63755924,-0.2606795,0.15678404,-0.045889154,-0.009489906,112.75,0
54708.0,-0.84029347,0.30627424,1.3277996,0.17223127,0.9170151,-1.1716048,0.4759378,-0.3237671,-0.20559485,0.21861477,1.4073466,0.9561614,0.14980456,0.09349279,-0.41454038,0.40759343,-1.1117829,0.08776488,-0.6253603,-0.3973296,-0.06766472,0.020461716,-0.026966786,0.51093936,-1.270297,-1.0523396,-0.049932614,-0.026880039,9.49,0
82248.0,1.0575848,-0.6089121,0.94456226,0.04468698,-0.8353695,0.6152015,-0.7742019,0.34594756,0.95143867,-0.3502133,0.841585,1.2700949,-0.013608306,-0.3496136,-0.726968,-0.11672125,0.051445268,-0.4822603,0.50517696,0.011464943,-0.14705701,-0.26701596,0.014883631,-0.21757916,0.06168089,0.96955913,-0.030061299,0.0058077318,55.61,0
159892.0,-2.4034305,-0.11051086,0.4934984,0.34088016,-0.9169508,0.459596,-0.45469764,1.1423502,-1.65675,0.46999112,0.09615493,-0.0207705,-0.65411156,0.86928624,0.05340924,-1.3239931,0.26232058,2.2523224,0.00089110166,-0.09567778,-0.2089714,-0.5047704,-0.263229,0.6378309,0.55432814,-0.40332702,0.28851834,-0.1147208,150.0,0
118723.0,-0.69338876,-0.37384155,1.3034961,-3.1780906,-0.3680818,-0.29161933,-0.18283452,0.18591556,-2.257328,0.8203582,0.28164938,-1.3020483,-1.2438583,-0.10356733,-1.3137308,-0.19863482,0.13113992,0.62010837,-0.4083578,-0.25362357,-0.18073772,-0.19717905,-0.33979973,0.70138645,0.7142957,-0.15467252,0.2396765,0.10093239,9.99,0
172120.0,-0.69281656,-0.26747862,0.71706235,0.22200337,-0.583106,0.064273745,-0.6789404,0.60199803,-0.028880619,-0.36508134,0.5049466,0.54315436,0.15248092,0.4971585,1.3685043,-0.5506335,0.43008557,1.1619278,3.0816424,0.50102127,0.5156494,1.2810066,0.0043166555,-0.2693869,-0.8311761,1.3955483,0.05360166,0.022217305,79.99,0
34233.0,-1.1892711,0.55701727,1.7235161,-1.6922227,0.36930516,-0.9765524,0.91110694,0.0056268075,-0.11700933,-1.0840089,-0.9872752,-0.29161227,-0.27511242,0.004856387,0.0826932,1.0500861,-1.119485,-0.4423139,-1.2658392,0.11031471,-0.31706455,-1.1406281,-0.040120285,-0.14908136,0.3268365,0.27984086,0.14331645,0.11047911,50.0,0
119651.0,-0.5446929,-0.35123557,0.34656435,-1.8578227,0.45340967,-0.038236134,-0.12513885,0.23067297,-1.0071415,-0.605378,0.54343146,-0.9606726,-0.4101012,-1.9209812,-0.6588595,2.047722,0.84604555,0.51455456,0.56993824,0.37347364,0.39506966,0.83429754,-0.0733946,0.07121254,-0.16132283,-0.1508119,0.124223046,0.19486277,79.98,0
119451.0,-0.6863827,-0.13360466,0.45055643,-0.35892075,-0.99221754,0.6977842,1.4956741,-0.14700198,0.17204943,-0.6284089,0.3170862,0.5043788,0.31065577,0.029590286,0.17217124,0.51999813,-1.0975785,1.1817029,0.4196635,-0.07067851,0.34934023,1.1825362,0.043827705,-0.45020193,-0.7615457,-0.2899563,0.3158948,0.11330639,362.85,0
164456.0,1.9587326,-0.6573821,-0.38145533,0.3094368,-0.758689,-0.01470705,-0.90200573,0.24325578,1.3143775,0.22325543,0.09270085,-0.055174004,-1.7419176,0.2893029,-0.072750024,0.65749395,-0.71321803,0.75811577,0.11162005,-0.29095924,0.17251562,0.60105985,0.13055535,-0.45865655,-0.337373,0.5849252,-0.03277728,-0.06513375,11.5,0
129724.0,-0.8103566,0.014912698,0.5576147,-2.089525,2.215564,4.13235,-0.44513825,1.1931803,0.38469848,-0.9060828,-0.37752944,-0.059472956,-0.14943075,-0.27417943,0.5153,0.77466094,-1.0267413,0.0441322,-1.1069448,-0.0762115,0.12462475,0.21079932,-0.06309611,0.7188353,-0.38046494,0.29070622,-0.013412707,0.15796725,39.91,0
126669.0,1.9886248,-0.1466627,-1.0231129,0.3212124,-0.11961365,-0.85378486,0.067629576,-0.15936443,0.30076504,0.23500097,1.0529152,1.0798804,-0.21745692,0.5203329,-0.59849286,0.017554652,-0.44128284,-0.46697816,0.33057535,-0.21714959,-0.22324099,-0.5665046,0.33985105,0.01343391,-0.3638952,0.17809993,-0.073989704,-0.06877817,9.99,0
119677.0,-1.881451,-1.3676622,0.054865815,0.106540024,0.17289752,0.74294955,-0.023514561,0.6531025,-1.1065352,0.30315974,-0.74462426,-0.19196182,-0.6807292,0.36017722,-0.9521152,-1.0432191,-0.39653146,1.9453188,0.104658,-0.79396933,-0.6684472,-1.2657852,1.4639078,-0.28585202,-0.65550333,-1.0488098,0.24465957,-0.022843001,190.32,0
51321.0,-0.65990216,-1.0926471,1.68048,-2.546728,-0.12276827,-0.32871547,-0.46338844,0.04760585,-2.2425964,1.1451021,0.6975743,-1.4553374,-1.3468702,-0.09726493,-0.274978,-0.26184538,0.16686814,0.40762442,-0.70923346,-0.21795613,-0.08999447,-0.031345233,-0.05426771,-0.39904898,-0.095412664,-0.35030136,-0.09010449,-0.1262425,30.0,0
87248.0,-0.17457159,1.792954,0.03136486,3.2951844,2.0290558,0.35633075,1.363791,-0.16332486,-1.5780363,-0.03844476,-1.1298786,-1.1921966,-0.23213317,-2.6730888,-1.3787029,0.87200904,1.2962583,0.78593624,-1.2530715,0.021248212,0.04637069,0.43843365,-0.37665915,0.22609995,-0.08319231,0.15453465,0.013161771,0.010494704,10.35,0
53404.0,-1.7975769,1.4103396,1.4061546,-2.0739415,-0.8479533,-1.0802447,0.13587157,0.16857758,-0.67759407,1.2286023,-0.25897327,-0.47853115,0.59761554,-0.61695564,0.22997071,1.3033872,0.000662799,-1.6165596,-0.041139424,0.71717906,-0.21939169,-0.40074468,-0.117520764,0.34233397,0.5250827,-0.55709743,0.40265784,0.0895494,2.0,0
124818.0,1.8845087,-0.1661912,-2.144192,0.15897189,0.96537906,0.5603111,-0.14695495,0.29465958,0.59539044,-0.44255114,1.1806643,-0.059610624,-1.589108,-0.27545688,1.1923696,-0.17901626,0.911789,0.09931963,-0.9844645,-0.31889114,0.27698854,0.92034525,-0.030456604,-1.7455021,0.03183434,0.013426486,0.029424794,-0.055454183,26.74,0
75579.0,1.2737886,-0.7318778,0.2558896,0.018355276,-1.0095192,-0.41956133,-0.47871104,-0.057189535,-0.32656604,0.61845195,-1.5718948,-0.7542884,-1.0914724,0.041551575,-0.15289697,-1.5610956,0.20507291,0.9556863,-0.3298332,-0.48366734,-0.6137447,-1.3110378,0.006091017,-0.15707721,0.31751037,0.4065106,-0.024994742,0.01753461,62.98,0
29550.0,1.1940856,0.11339847,0.21838577,0.9350601,0.18528426,0.4687321,-0.057193853,0.070044264,0.13657442,-0.037819397,0.123167954,1.3914493,1.1322103,-0.13623309,-0.9026984,0.19926463,-0.8033855,0.20289578,0.76509535,0.008630883,-0.2550479,-0.5800929,-0.16071412,-0.8135023,0.675743,-0.47739688,0.036160003,0.011324203,28.93,0
143314.0,1.8373953,-0.08828689,-2.2689452,1.0072271,0.98948514,-0.3778063,0.7751399,-0.25273615,-0.3606223,0.48479438,0.51380986,0.5196741,-0.39674702,1.0597088,-0.3462017,-0.08492209,-0.80184513,0.23043855,-0.017088637,-0.020673769,0.20957054,0.3760564,-0.13826816,0.21663417,0.45520645,-0.51587105,-0.06216229,-0.052196816,120.4,0
145905.0,2.1177025,-0.112854816,-1.6096679,-0.024499677,0.6083662,-0.09935464,0.071595825,-0.1170191,0.33046088,0.23580556,-0.21502316,0.8346985,0.5176155,0.3302752,-0.59331656,0.47603327,-1.0532252,0.03520327,0.9495017,-0.15169834,-0.3246212,-0.8135955,0.1558818,-1.3778355,-0.13548799,0.26239973,-0.074219786,-0.083503306,0.89,0
168244.0,0.102681,0.8227077,-0.15359068,-0.836835,0.93590224,-0.4285529,1.0004696,-0.120028704,0.014410192,-0.42474914,-1.8035789,-0.15793541,0.25112516,0.04346514,-0.28565153,0.15229054,-0.73727286,-0.50069624,0.2375522,0.0037701265,-0.31998593,-0.73602754,-0.0418816,-1.0690936,-0.3602973,0.2080527,0.24761209,0.08668039,8.56,0
28842.0,-0.04564492,0.7609689,1.8312942,0.82459575,0.0693207,-0.22952494,0.50959975,-0.22731748,-0.18740232,-0.043321177,-0.6631278,-0.037106432,0.715173,-0.28275028,1.3769858,0.05153759,-0.6138065,0.46964493,0.3316044,0.14019379,0.15709837,0.6930933,-0.24926074,0.056831665,-0.07187586,-0.2671979,-0.05599334,-0.16427027,9.99,0
69266.0,-0.39074558,0.9895552,0.5100562,0.78515935,-0.014781029,0.1675677,0.2373884,0.5929103,-0.85476315,-0.25092056,0.8744244,0.39403844,-0.5836373,0.9604191,0.62732846,-0.11227179,-0.09811593,0.36392948,0.39381585,-0.120015435,0.24297087,0.5327983,0.0034047614,-0.31917313,-0.201631,-0.29419535,-0.046783928,-0.034172587,41.3,0
128411.0,2.1319156,0.08488005,-2.126206,0.2740173,0.7263459,-1.021547,0.6398283,-0.43151888,0.15666206,0.15635201,-0.91403055,0.19509022,-0.09066329,0.5678429,-0.24117872,-0.6470573,-0.101718575,-0.79428,0.11458987,-0.21955474,0.08991411,0.44329786,-0.0030456057,0.6864565,0.39928585,0.69027406,-0.114672475,-0.080006875,0.76,0
31312.0,1.3214318,-0.35629335,0.30020487,0.2019823,-0.20836453,0.74336123,-0.6561049,0.070828065,-0.8819802,0.7504782,-1.4839392,0.17641914,1.9189912,-0.34468094,1.2839884,-0.98907775,-0.6609428,1.3938249,-1.2326348,-0.38845912,-0.28117296,-0.24396181,-0.16322294,-1.324377,0.53784984,-0.18971173,0.088369995,0.026634628,30.0,0
13507.0,0.48797554,2.0746114,-2.4445508,1.6243439,1.5637105,-0.7937972,0.5092459,0.1764463,0.5919255,-1.87323,1.0939708,-2.3860257,3.2933624,-2.1300159,0.45708472,0.86276394,3.5371869,1.5149827,-0.6012553,0.054741815,-0.27525854,-0.30815825,0.03218027,-1.3237432,-0.34000376,-0.349196,0.13127616,-0.06729446,2.49,0
95526.0,-4.7285995,2.6145515,-0.28949517,-0.71935624,0.118748,-0.46481925,0.9014421,-1.2652975,5.156106,4.1886115,-0.16034684,-2.39665,1.0724052,-0.62532896,-2.336611,-1.2711751,0.5150062,-0.9482227,0.07676506,1.1212536,-0.6497517,-1.1705796,0.34875393,-0.21552816,0.72887653,0.014986562,0.49621844,0.22743449,0.01,0
83667.0,1.0495647,0.062148668,0.06030189,0.2872945,0.6270245,1.468174,-0.38184977,0.5826936,-0.17205712,-0.2948819,2.2405684,1.012707,-0.20802264,0.07589667,1.5433757,-0.4797948,0.8474859,-1.600129,-1.3337914,-0.2170329,-0.14168762,-0.30929112,0.20779333,-1.393907,-0.096146986,0.22702461,0.04192805,0.0018461308,1.79,0
68792.0,-0.607481,0.53084797,1.1076405,-0.5251314,0.39926732,0.029671751,0.5522147,0.16587384,0.085968785,-0.49507955,-0.2693751,-0.1924585,-1.5976639,0.20997374,-1.3874507,0.3906473,-0.73918056,0.34015444,0.26469028,-0.25527632,-0.12036961,-0.36431447,-0.17955193,-0.5418774,-0.3217582,0.067872286,-0.03013972,0.11867914,24.67,0
38651.0,-1.4321055,1.4414265,-0.17076977,1.0787015,0.52635413,-0.085749246,-0.3078629,1.0781991,-1.198754,-1.133195,1.8168383,0.6564612,-0.2522968,-0.4660821,0.9701743,0.08414709,1.7938412,0.5336862,-0.25628114,-0.28469583,0.26144403,0.5223514,-0.19130673,-0.4059835,-0.44443053,-0.30193457,-0.08728341,-0.054885447,1.0,0
73179.0,1.1350434,0.05404461,0.264326,1.2164974,-0.03724695,0.29983193,-0.10944247,0.21263158,0.22027351,0.07502031,0.68172723,0.5248174,-1.2605476,0.4634484,-0.64974874,-0.37941855,-0.042590924,-0.2404639,0.05097322,-0.23039937,-0.08142518,-0.095886275,-0.10635678,-0.33010462,0.63746625,-0.30612764,0.02764672,0.000844623,12.99,0
55400.0,1.1362038,0.28364706,0.8912468,1.1315799,-0.46437335,-0.45167056,-0.08804349,-0.03619824,0.038140383,-0.10810326,0.31849667,0.90598726,0.8414538,0.11202883,1.3072535,-0.051557265,-0.19967213,-0.848574,-0.85612816,-0.110339895,-0.13036382,-0.31904688,0.16843589,0.38604993,0.20889078,-0.61726475,0.058411166,0.03727694,9.99,0
79247.0,1.2024561,0.11175546,-0.25630248,0.13082434,-0.1345913,-1.3610849,0.61039335,-0.49004942,-0.35992646,-0.15037929,-0.0068226154,0.8822964,1.3826371,0.22306043,0.6183314,-0.14789942,-0.23406018,-0.84529495,0.089939475,0.13762157,0.0054179323,-0.035960943,-0.15666112,0.5208689,0.5734988,1.0588379,-0.11664768,0.004855544,69.95,0
158757.0,-1.3071345,1.889662,-0.61129934,-1.0698262,0.59661055,-0.8308734,0.98994386,-0.16486976,0.99479735,1.4165269,-1.2242299,0.5335717,1.1973199,-0.5656999,-0.3722907,-0.06219813,-0.7759193,-0.75383514,-0.0072453576,0.78796554,-0.4860559,-0.7455078,0.022490097,-0.65349007,-0.051989447,0.2055832,0.8813726,0.49947932,7.14,0
155310.0,-1.1090225,0.93360054,1.2168081,-1.1060024,0.4077896,0.94937336,0.33273798,0.6846868,-0.49471554,-1.3423913,0.08143474,1.35896,1.6089119,0.012751395,-0.37794736,0.6422496,-1.017122,0.5673675,0.44579315,0.08463748,-0.095536456,-0.47239447,-0.19135334,-0.21652421,0.5616831,-0.49809402,-0.08031037,0.00081173476,59.99,0
65918.0,0.97481006,-0.051223252,0.439569,1.3819727,-0.2549156,0.046499133,0.06632427,0.095417626,-0.0010664889,0.010023508,1.3578337,1.3258837,-0.17080829,0.27669826,-0.8090897,-0.5809436,0.08560295,-0.5444901,-0.17771876,-0.042216472,0.0057773776,0.064155996,-0.11112802,0.23761675,0.58266073,-0.34984243,0.023906797,0.019896265,77.0,0
21419.0,-17.46771,10.114816,-24.202143,11.8054695,-10.198046,-2.579938,-17.656788,2.2569025,-6.2421494,-12.830657,9.442665,-13.547486,0.9607286,-13.028717,-0.4266745,-7.652662,-11.485328,-4.7213697,0.550519,1.0015185,-2.3280244,0.9408303,1.2968171,-1.0551039,0.11179203,0.6796946,2.0935407,-1.4254915,1.0,2
153721.0,-0.6748872,-1.8888154,0.77910787,-3.0906878,-0.075412504,-0.84523296,-0.77806795,0.17047176,-1.635496,0.72292167,-0.019509574,-0.6050098,-0.24124408,-0.39724186,-1.7415882,0.43074593,-0.4900877,0.49953595,-1.186696,-0.16610593,-0.087412305,-0.3384566,0.6545387,-0.511708,-1.4474736,-0.87066054,0.20580024,0.27661306,94.5,0
109575.0,-0.532974,0.75612247,2.2769926,-0.30648088,0.35687235,0.25872937,0.45230678,-0.0951372,1.2459433,-0.98874813,1.7454923,-1.9099061,1.8144883,1.3969222,-0.048566464,-0.048717957,-0.02719165,1.015096,0.87946326,0.10722622,-0.26620445,-0.34426606,-0.33207172,-0.49504963,0.27322084,-0.7227689,-0.08274791,-0.1587709,11.27,0
80597.0,1.2408544,0.69439274,-0.21378899,1.3005238,0.06378933,-1.1771088,0.32662445,-0.27059984,-0.15087639,-0.562831,0.10488458,0.20196357,0.44347546,-1.1053523,1.0034031,0.47027487,0.6125955,0.39179954,-0.57805216,-0.07644445,-0.044647515,-0.03494636,-0.124859475,0.28781775,0.7080108,-0.32883918,0.03447204,0.051308617,1.0,0
29526.0,1.1028043,2.829168,-3.9328701,4.7076917,2.9379668,-1.8009037,1.6727341,-0.30024034,-2.7830112,-1.8848424,3.7925653,-1.4604712,-1.3127763,-7.0773606,-0.2994663,2.4932277,6.244987,2.9717493,-2.6799502,-0.030879973,-0.1069944,-0.2500503,-0.52162653,-0.44894952,1.2916465,0.51632667,0.0091462815,0.15331763,0.68,2
79099.0,-3.1533349,-1.0933976,0.29740664,-0.2402172,1.5798275,-1.0997896,0.13456766,-0.035254925,0.0028672921,0.33095714,0.6141904,1.019026,1.0925977,-0.060049783,-0.2515603,1.122766,-1.4269303,0.13688415,-0.019835195,-1.3788364,-0.5817862,-0.19659887,0.94287014,-0.44593906,-0.43113044,-0.13667004,0.24302816,-0.4643648,1.79,0
49203.0,-0.3507488,0.81005555,2.1461232,2.399103,0.5544087,2.307486,-0.20677209,0.55462754,-0.41221753,1.0253955,-0.717349,-0.88081354,-1.1410786,-0.23792529,0.30698153,0.2552549,-0.3987939,0.9262832,1.5397987,0.29308185,-0.1425344,0.00048570684,-0.34876698,-1.7454516,-0.1888517,0.3000465,0.2501373,-0.06078249,4.95,0
167716.0,1.7959706,-0.69170636,-0.46465886,0.267295,0.025916995,1.4783379,-0.9438927,0.5362545,1.2525047,-0.17393123,-0.19435622,0.5745839,-0.102702975,-0.084746905,1.4322383,-0.94613904,0.6986098,-1.8724511,-1.7668946,-0.31744102,0.30916023,1.244756,0.23492019,-1.3968488,-0.52765906,0.74857396,0.045413125,-0.06369548,19.93,0
52694.0,1.2231162,0.21255957,0.63529336,0.706866,-0.6760585,-1.1853375,0.056444913,-0.20999113,0.0709632,-0.060002945,0.021309547,0.304751,-0.065713234,0.32518965,1.0444818,0.22362542,-0.28537044,-0.6076883,-0.2422557,-0.110014714,-0.23531826,-0.7146045,0.17444648,0.6978924,0.16019091,0.07464566,-0.03211156,0.02289015,8.99,0
110618.0,1.9756564,-0.22353254,-0.29498717,0.33191353,-0.37407398,-0.163729,-0.6731603,0.023601474,2.4066465,-0.4293893,1.5853739,-1.5333306,1.5052313,1.7269027,-0.2743497,0.4554621,-0.25211874,0.84632564,0.018894574,-0.2830203,-0.23945415,-0.34111822,0.31195694,-0.59189665,-0.38945183,-0.95174706,0.030000864,-0.04835166,2.12,0
12327.0,0.14398104,-2.4054132,-0.27856392,-0.38156888,-1.0565872,0.68035597,-0.14455785,0.06558149,3.4521391,-1.7060846,-0.875794,-3.1580799,0.053120915,1.7116809,1.183011,-0.20467365,0.47419792,0.9882345,0.25833073,0.9476944,0.26416686,-0.12699677,-0.77026063,-1.3734076,0.43046427,-0.5104533,-0.043032054,0.10929922,601.8,0
137170.0,2.0684052,0.1930898,-1.9963256,0.3690222,0.580219,-1.0171021,0.31706697,-0.37284395,0.5207722,-0.5087691,-0.7951378,0.25729027,0.8773469,-0.9126055,0.91492844,0.31443724,0.15557845,0.54903835,-0.25069684,-0.109966226,0.17353728,0.6902384,-0.12296735,-0.7563991,0.35165223,-0.059118718,0.0019431687,-0.034451067,18.91,0
50539.0,-0.39798698,0.16128536,2.5711515,-0.5833041,-0.8140834,0.12239037,0.6052442,-0.2912052,0.5170391,-0.20219101,1.3246874,0.8568693,0.15149681,-0.865928,-0.5891851,0.030191453,-0.47487232,0.11818695,0.61081195,0.15027201,-0.063788876,0.2732108,-0.11136275,0.61699975,-0.45391575,0.8498989,-0.4101189,-0.41980922,84.95,0
48449.0,0.9744208,-0.66151065,1.1180923,0.2764467,-1.3648345,-0.28640214,-0.6753617,0.15018694,0.6852784,-0.1271777,1.2416939,0.853641,-0.37574384,-0.03645381,0.036431048,0.5333453,-0.40373507,0.3823872,0.12538572,0.11924855,0.1919829,0.42885357,-0.09791804,0.6214728,0.10509296,1.0695362,-0.060450926,0.023489268,106.6,0
51684.0,1.169552,0.070379585,0.28407827,0.84347874,0.122297876,0.50881654,-0.22199811,0.08025772,-0.09384466,0.15096152,0.24331136,1.0446523,1.4747261,0.0110977795,0.4748144,0.97616476,-1.4176137,0.9969283,0.15429136,0.09502392,0.1345708,0.3660916,-0.31487945,-0.99349284,0.7016659,-0.22220002,0.03613936,0.017852828,50.5,0
72876.0,-1.0229121,2.0053988,-0.24834226,0.74949217,0.06251659,-0.9492986,0.74869055,0.09153587,0.15526186,1.3772753,0.047788285,0.37644243,0.14268054,0.3258941,0.92019683,-1.001458,0.2680495,-0.7566775,-0.22103749,0.4930386,0.05687637,0.7308483,0.15408602,0.40460524,-0.61427474,-0.41421038,0.5879587,0.19216941,0.65,0
85823.0,-2.0357928,1.2244968,0.03647238,-3.7137985,-0.97126985,-1.2055298,-0.322646,1.3061206,1.0545663,-2.677524,1.0881511,2.0649662,-0.39700606,1.1134107,-0.56318974,-0.54529464,0.15982048,-0.20412384,-0.38706565,-0.5310213,0.11724094,0.08888247,-0.027416842,0.20574345,0.2188249,-1.2474881,-0.26168084,-0.025601614,2.35,0
152369.0,-0.42585742,-0.065744236,0.86659366,-0.022549251,0.21166481,1.035514,-0.39405122,0.23954184,-0.8570877,0.9424264,-1.0374454,-0.4803615,-0.1341941,-0.15054259,-0.17744933,-1.2043542,-0.6978507,2.8283927,0.408208,-0.575014,-0.059236616,0.5179708,-0.106742874,-1.4886363,-0.44556507,-0.32852358,0.06825411,0.18112299,12.99,0
313.0,-1.0383562,0.7561218,0.7199418,0.98840183,-0.23728973,-0.378862,0.41366798,0.43678674,-0.4481785,-0.3465816,-0.786498,-0.9990268,-1.9680153,1.0499017,1.4890758,-0.37264684,0.35034984,-0.035845283,0.11045956,-0.34418726,0.18954965,0.4778723,0.29849195,0.029367905,-0.30041993,-0.2941003,-0.009904639,0.03886056,68.0,0
57789.0,-0.73983043,1.6576277,0.13954775,0.7544484,1.1302661,-0.22839026,0.760376,0.05742994,-0.81766886,-0.9231842,-1.1434644,-0.46647793,0.9916514,-1.5557246,1.2865831,0.6182589,0.6762202,1.2213124,0.7667801,0.091310106,-0.064933054,-0.059942704,-0.4001537,-1.1259316,0.43727845,-0.19918936,-0.27384153,-0.16454972,1.0,0
37181.0,-1.027912,0.19821055,0.690291,-1.1478833,-0.88213164,-0.7293892,0.3098881,-1.0077407,-0.67489237,-0.08552285,-0.64427996,-1.7804596,-1.7424974,-1.20781,-0.18267518,1.2582083,1.285402,-0.8999891,0.54042006,-0.5310983,0.6968999,-0.22479467,0.34357253,0.24703068,-0.34524378,-0.4542583,0.10746249,0.06680244,110.0,0
