age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46.0,2,82268.34,14,0,6,0,0,1,3691.8186,0.0,45.0,1,1
53.0,4,29769.227,16,2,7,1,0,0,0.0,0.0,96.30632,0,1
41.0,4,234995.34,9,2,2,1,0,1,0.0,0.0,40.0,0,1
37.0,4,238267.62,13,0,6,0,0,0,12860.5,0.0,40.0,1,1
53.0,4,183507.38,14,2,7,1,0,1,0.0,0.0,40.0,1,1
41.0,4,238494.75,13,-1,3,0,1,0,38920.71,0.0,55.0,1,1
36.0952,4,225173.97,10,2,7,1,0,1,5320.026,0.0,60.0,1,1
39.0,4,199263.14,13,2,5,1,0,0,0.0,0.0,40.0,1,1
46.0,3,207122.28,9,2,2,1,0,0,0.0,0.0,48.545944,1,1
55.0,4,241858.89,9,2,3,1,0,0,0.0,0.0,32.0,1,1
54.0,4,338753.44,10,2,3,1,0,0,0.0,0.0,40.0,1,1
44.0,1,188322.78,15,0,7,0,0,1,0.0,0.0,40.0,1,1
28.0,4,103501.76,13,2,3,1,0,0,0.0,0.0,40.0,1,1
35.0,4,134431.17,10,2,3,1,0,0,0.0,1593.9879,50.0,1,1
47.0,5,277331.9,10,2,3,1,1,0,0.0,0.0,40.0,1,1
56.0,4,167877.94,16,2,7,1,-1,0,0.0,0.0,45.0,0,1
41.0,3,104491.63,15,2,6,1,0,0,0.0,0.0,40.0,1,1
45.0,4,80201.2,9,2,5,1,0,0,0.0,0.0,40.0,1,1
50.0,6,96142.54,15,-1,7,0,0,0,0.0,0.0,60.0,1,1
34.0,4,149728.16,16,0,7,0,0,0,68106.055,0.0,40.0,1,1
53.0,4,104864.7,10,2,5,1,0,0,0.0,0.0,50.0,1,1
51.0,4,279144.8,14,2,3,1,0,0,0.0,0.0,40.0,1,1
54.0,4,191101.19,13,2,6,1,0,0,6999.873,0.0,50.0,1,1
41.0,4,134755.72,13,2,6,1,0,0,10802.025,0.0,60.0,1,1
56.72031,4,96618.836,10,2,7,1,0,0,5013.0,0.0,54.01189,1,1
56.0,3,30258.283,9,-1,3,0,0,0,0.0,0.0,40.0,1,1
63.0,5,47235.58,10,2,2,1,0,0,0.0,0.0,50.0,1,1
58.0,5,161033.03,16,-1,7,0,0,0,89583.97,0.0,40.0,1,1
35.0,6,195442.97,13,2,7,1,0,0,62127.797,0.0,60.0,1,1
47.0,5,344981.5,7,2,2,1,1,0,7165.4404,0.0,40.0,1,1
54.44137,4,178277.44,9,2,2,1,1,0,0.0,0.0,40.0,1,1
56.0,2,215334.22,16,2,7,1,0,0,0.0,0.0,40.0,1,1
41.0,4,207918.03,13,2,6,1,0,0,0.0,0.0,40.0,1,1
52.0,4,210015.44,9,2,2,1,0,0,0.0,0.0,40.0,1,1
53.0,4,193893.45,13,0,3,0,0,0,12555.655,0.0,40.0,1,1
48.0,4,144919.33,10,2,2,1,0,0,0.0,0.0,40.0,1,1
48.0,4,139624.77,9,2,3,1,0,1,5294.6045,0.0,40.0,1,1
51.0,2,189312.95,13,2,7,1,0,1,0.0,0.0,40.0,1,1
37.0,4,189300.06,10,2,3,1,0,0,0.0,0.0,40.0,1,1
47.0,4,31963.596,10,0,2,0,0,0,67699.6,0.0,40.0,1,1
44.0,2,85744.26,14,2,7,1,0,1,0.0,0.0,34.0,1,1
54.0,4,324104.4,11,2,5,1,0,0,89451.805,0.0,60.0,1,1
38.797432,4,268078.06,10,2,3,1,0,0,0.0,0.0,76.606415,1,1
35.0,4,249416.5,13,2,3,1,0,0,0.0,0.0,40.0,1,1
43.0,4,98987.97,9,2,2,1,0,0,0.0,0.0,70.0,1,1
46.0,2,205754.38,14,2,7,1,0,0,0.0,0.0,40.0,1,1
38.0,5,226151.61,13,2,3,1,0,0,0.0,0.0,40.0,1,1
37.0,4,53994.734,14,2,6,1,0,1,0.0,0.0,40.0,1,1
54.0,4,65814.39,15,2,7,1,0,1,54952.02,0.0,40.0,1,1
33.681595,4,180634.05,10,2,2,1,0,0,0.0,0.0,40.0,1,1
42.0,4,81570.46,14,-1,7,2,0,0,0.0,0.0,40.0,1,1
37.0,6,181099.73,9,2,2,1,0,0,14070.484,0.0,65.0,1,1
43.0,5,26912.6,13,2,6,1,0,0,0.0,0.0,68.83714,1,1
34.0,4,274399.8,13,2,7,1,0,0,0.0,0.0,40.0,1,1
59.0,4,160727.16,9,2,3,1,0,0,0.0,1659.3104,40.0,1,1
33.0,4,209269.78,10,2,7,1,0,1,0.0,0.0,35.0,1,1
52.0,4,296558.16,16,2,5,1,0,1,7093.584,0.0,40.0,1,1
28.0,4,208390.55,10,2,7,1,0,0,12629.721,0.0,45.0,1,1
35.0,1,329277.8,10,2,4,1,0,0,0.0,0.0,40.0,1,1
35.0,4,206627.67,9,2,2,1,0,0,0.0,0.0,55.0,1,1
43.0,4,33033.406,13,2,7,1,0,1,0.0,2001.2905,40.0,1,1
45.0,4,29851.229,14,2,2,1,0,0,0.0,0.0,40.0,1,1
48.0,4,228004.02,14,2,6,1,0,0,0.0,0.0,40.0,1,1
49.0,6,194608.75,14,2,3,1,0,0,85437.47,0.0,40.0,1,1
34.0,4,35294.094,10,2,3,1,0,0,0.0,0.0,55.0,1,1
49.0,4,206771.81,9,2,3,1,0,1,13245.489,0.0,40.0,1,1
47.0,4,133628.94,10,2,2,1,0,0,0.0,0.0,60.0,1,1
39.0,3,96110.78,9,2,7,1,0,0,0.0,0.0,25.0,0,1
37.0,3,34906.574,9,2,3,1,0,0,0.0,0.0,40.0,1,1
32.0,5,152065.61,10,-1,2,0,0,1,0.0,0.0,40.0,1,1
58.9304,4,39502.176,10,-1,3,2,0,0,0.0,0.0,40.0,1,1
50.617664,5,21865.541,13,2,2,1,0,0,0.0,0.0,28.0,1,1
43.537174,4,257221.64,9,2,6,1,0,0,0.0,0.0,40.0,1,1
28.0,4,206726.97,9,2,3,1,0,0,12809.684,0.0,56.0,1,1
47.0,4,208682.92,13,2,7,1,0,0,0.0,0.0,50.0,1,1
40.0,4,302753.47,12,2,5,1,-1,0,0.0,0.0,40.0,0,1
29.0,4,112238.484,13,2,7,1,0,0,3127.1597,0.0,40.0,1,1
38.0,4,117525.07,13,2,2,1,0,1,0.0,0.0,40.0,1,1
52.0,4,205511.36,14,-1,2,0,1,1,0.0,0.0,52.0,1,1
37.0,4,253608.0,10,2,3,1,0,1,0.0,0.0,40.0,1,1
49.0,4,178515.25,9,2,2,1,0,0,0.0,0.0,60.0,1,1
61.0,4,235644.22,7,2,7,1,0,0,0.0,0.0,40.0,1,1
45.0,4,233254.12,13,2,3,1,0,0,8325.966,0.0,60.0,1,1
51.0,6,66324.4,15,2,6,1,0,0,0.0,0.0,45.0,1,1
40.0,4,113368.81,14,2,7,1,0,0,0.0,2243.8276,64.83285,1,1
43.0,4,277835.94,14,2,6,1,0,0,0.0,0.0,46.0,1,1
44.0,4,126031.164,14,2,6,1,0,0,13413.003,0.0,60.0,1,1
44.0,2,239668.3,13,2,5,1,0,0,0.0,0.0,40.0,1,1
35.0,4,34484.617,9,2,2,1,0,0,0.0,0.0,40.0,1,1
52.0,4,101225.36,14,2,7,1,0,0,0.0,0.0,40.0,1,1
58.0,6,121099.99,11,2,2,1,0,0,4082.7048,0.0,40.0,1,1
48.0,6,174318.89,9,2,6,1,0,0,0.0,0.0,60.0,0,1
51.0,3,32552.037,10,2,3,1,0,0,7278.408,0.0,50.0,1,1
46.0,4,275080.44,10,-1,6,2,0,1,7584.874,0.0,40.0,1,1
32.0,4,195959.64,10,2,2,1,0,0,0.0,0.0,70.0,1,1
31.0,4,37288.688,10,2,7,1,0,1,0.0,0.0,40.0,1,1
38.0,4,228476.38,13,2,6,1,0,0,0.0,0.0,45.0,1,1
45.0,3,111110.336,9,2,6,1,0,0,7070.0605,0.0,60.0,1,1
56.0,4,184658.16,13,2,6,1,-1,0,99959.31,0.0,50.0,1,1
35.0,4,177039.64,12,2,3,1,0,0,0.0,0.0,40.0,1,1
64.79041,6,99730.22,14,-1,3,0,0,0,0.0,0.0,40.0,1,1
46.0,4,213546.39,9,2,2,1,0,0,0.0,0.0,50.0,1,1
67.0,2,95610.46,9,2,3,1,0,0,0.0,0.0,35.0,1,1
33.0,5,236018.11,16,2,3,1,-1,1,0.0,0.0,40.0,0,1
32.0,4,210210.7,13,2,2,1,0,0,0.0,0.0,44.774197,1,1
48.0,4,264254.53,9,2,6,1,0,0,0.0,0.0,40.0,1,1
54.0,4,137937.52,9,2,3,1,0,0,0.0,0.0,42.09319,1,1
55.0,6,176674.47,13,2,7,1,0,0,99341.75,0.0,55.0,1,1
36.0,4,44625.297,14,2,6,1,0,0,0.0,0.0,50.0,1,1
45.0,4,121854.125,16,2,7,1,0,0,10527.473,0.0,40.0,1,1
47.0,4,113658.375,9,2,3,1,0,0,0.0,0.0,40.0,1,1
38.456593,5,204401.88,9,0,2,0,0,0,0.0,0.0,60.0,1,1
45.0,4,114662.414,13,2,7,1,0,0,60816.85,0.0,40.0,1,1
38.0,4,85598.08,13,2,2,1,0,0,0.0,0.0,40.0,1,1
46.0,4,163434.64,9,2,3,1,0,0,1109.3837,0.0,40.0,1,1
49.0,3,247392.42,10,2,3,1,0,0,4729.214,0.0,40.0,1,1
44.0,3,115088.484,13,2,6,1,0,0,16783.188,0.0,40.0,1,1
67.0,4,152615.89,11,2,3,1,0,0,6964.202,0.0,52.0,1,1
47.0,4,115987.445,12,2,1,1,0,0,0.0,1815.1057,40.0,1,1
46.0,4,137393.83,10,2,3,1,0,0,0.0,0.0,50.0,1,1
56.0,4,230644.98,10,2,4,1,-1,0,9742.185,0.0,50.0,1,1
47.0,4,213169.02,14,2,7,1,0,0,0.0,0.0,40.0,1,1
43.0,4,137620.27,14,0,7,2,-1,1,99287.08,0.0,60.0,0,1
46.0,4,105942.945,10,2,6,1,0,0,11168.373,0.0,40.0,1,1
54.0,4,99717.7,9,2,2,1,0,0,0.0,0.0,60.0,1,1
49.0,2,255290.58,13,2,7,1,0,1,0.0,2258.033,40.0,1,1
38.0,5,199478.31,10,2,7,1,1,1,0.0,0.0,40.0,1,1
45.0,4,95205.79,14,-1,7,2,-1,1,0.0,0.0,40.0,1,1
28.250013,4,130456.41,9,2,3,1,0,0,0.0,0.0,50.0,1,1
49.0,4,134155.66,9,2,6,1,0,0,0.0,0.0,50.0,1,1
46.0,3,234477.81,14,2,6,1,0,0,0.0,0.0,40.0,1,1
34.0,6,107478.92,13,2,7,1,0,0,0.0,0.0,70.0,1,1
45.0,5,26330.32,14,2,7,1,0,0,0.0,0.0,53.416695,1,1
40.0,4,242190.97,14,2,5,1,0,1,73921.07,0.0,50.0,1,1
62.0,4,192520.77,9,2,3,1,0,0,6719.803,0.0,50.0,1,1
50.0,5,118352.84,14,-1,7,2,0,1,0.0,0.0,55.0,1,1
39.0,4,206853.53,10,2,7,1,0,0,4574.164,0.0,40.0,1,1
52.0,4,145016.9,9,2,3,1,0,0,0.0,0.0,40.0,1,1
35.0,2,102857.18,13,2,3,1,0,0,0.0,0.0,60.0,1,1
65.0,1,31243.12,9,2,3,1,0,1,5013.0,0.0,10.0,1,1
50.0,4,213095.56,13,2,7,1,0,0,0.0,0.0,40.0,1,1
46.0,5,123543.34,9,2,3,1,0,0,0.0,0.0,41.871216,1,1
40.0,4,180464.53,10,2,2,1,0,0,3325.0,0.0,50.0,1,1
43.0,4,176973.08,10,2,6,1,0,0,0.0,0.0,48.0,1,1
37.0,4,452583.9,10,2,2,1,0,0,0.0,0.0,37.0,1,1
39.0,2,111186.58,13,2,7,1,0,0,0.0,0.0,60.0,1,1
53.0,4,202350.0,10,2,3,1,1,0,0.0,0.0,40.0,1,1
43.0,4,183380.61,9,2,6,1,1,0,0.0,1997.3485,40.0,1,1
59.0,4,171011.61,14,2,3,1,0,0,3121.1594,0.0,40.0,1,1
45.0,4,208084.45,10,2,3,1,0,1,0.0,0.0,32.0,1,1
46.0,4,211124.84,12,2,2,1,0,0,88114.44,0.0,40.0,1,1
56.0,1,108027.34,14,2,2,1,-1,0,0.0,0.0,45.0,0,1
44.0,4,227019.75,14,2,7,1,0,0,0.0,0.0,64.65307,1,1
41.0,4,254851.38,10,2,6,1,0,0,0.0,0.0,50.0,1,1
47.0,4,206226.25,16,2,7,1,0,0,0.0,0.0,40.0,1,1
41.0,5,141189.92,14,0,3,0,0,1,0.0,0.0,60.0,1,1
30.0,4,128396.484,9,2,6,1,0,1,0.0,0.0,55.0,1,1
34.0,4,216115.45,10,2,2,1,0,0,0.0,0.0,40.0,1,1
67.0,4,295853.94,9,-1,3,0,0,0,8192.107,0.0,30.0,0,1
58.0,3,30803.27,10,2,6,1,0,0,0.0,2131.1707,40.0,1,1
33.0,4,194255.88,9,2,3,1,0,0,0.0,0.0,50.0,1,1
60.0,4,331844.53,9,2,3,1,0,0,0.0,0.0,40.0,1,1
43.0,4,264264.6,12,0,2,0,0,1,12938.598,0.0,40.0,1,1
56.0,5,162647.02,9,2,3,1,0,0,7586.737,0.0,40.0,1,1
41.0,4,220325.11,9,2,2,1,0,0,0.0,0.0,40.0,1,1
49.0,6,187689.88,10,2,3,1,0,0,4912.6665,0.0,40.0,1,1
50.0,4,178817.42,14,2,7,1,0,0,0.0,0.0,70.0,1,1
52.0,4,139216.69,10,2,3,1,-1,0,0.0,0.0,40.0,0,1
66.0,4,111949.74,13,2,2,1,-1,0,0.0,0.0,40.0,0,1
28.0,4,192384.6,13,2,6,1,0,1,0.0,0.0,40.0,1,1
42.0,4,255874.9,13,2,2,1,0,0,0.0,0.0,40.0,1,1
49.0,6,219407.45,15,2,7,1,0,0,0.0,0.0,56.0,1,1
27.0,2,225639.84,10,2,2,1,1,0,0.0,0.0,40.0,1,1
49.0,5,236675.78,10,2,3,1,0,0,11154.851,0.0,40.0,1,1
59.0,4,109600.81,10,2,6,1,0,0,0.0,0.0,60.0,1,1
54.0,4,148603.25,12,2,5,1,0,0,0.0,0.0,40.0,1,1
36.0,4,154890.38,13,2,5,1,0,0,0.0,0.0,40.0,1,1
53.0,5,110809.766,9,2,3,1,0,0,0.0,0.0,40.0,1,1
35.21845,4,107796.02,9,2,7,1,0,0,0.0,0.0,99.0,1,1
37.0,4,205582.47,9,2,6,1,0,0,6696.4824,0.0,50.0,1,1
42.0,4,139166.5,13,2,6,1,0,0,5424.0156,0.0,50.0,1,1
42.0,5,188461.6,9,2,6,1,0,0,0.0,0.0,40.0,1,1
40.0,4,215862.11,13,2,6,1,0,0,99302.86,0.0,48.0,1,1
47.0,0,121870.945,10,2,6,1,1,0,0.0,1687.2917,50.0,1,1
42.0,4,149433.14,13,2,6,1,0,0,0.0,0.0,40.0,1,1
52.0,4,112424.51,10,2,2,1,-1,0,0.0,0.0,38.0,1,1
60.0,4,179594.22,9,2,2,1,0,0,0.0,0.0,40.0,1,1
46.0,4,536381.4,15,2,7,1,0,0,0.0,2001.9913,50.0,1,1
42.0,4,32124.71,10,2,6,1,0,0,6793.634,0.0,40.0,1,1
60.0,4,110647.52,9,2,3,1,1,0,0.0,0.0,40.0,1,1
46.0,4,32986.242,9,2,3,1,0,1,0.0,0.0,40.0,1,1
60.0,5,176994.22,9,2,2,1,0,0,0.0,0.0,48.0,1,1
50.0,4,116319.914,13,2,3,1,0,0,0.0,0.0,40.0,1,1
55.0,2,22706.932,10,2,3,1,0,0,0.0,0.0,40.0,1,1
42.0,4,64962.453,12,2,7,1,0,0,0.0,0.0,50.0,0,1
43.0,5,134912.12,14,2,7,1,0,0,0.0,2056.4272,4.68869,1,1
67.0,2,188600.94,10,2,5,1,0,1,0.0,0.0,40.0,1,1
35.0,4,164810.36,14,2,7,1,0,0,0.0,0.0,40.0,1,1
40.0,1,200426.8,10,2,2,1,0,1,0.0,0.0,40.0,1,1
59.0,6,59222.184,14,2,6,1,0,0,0.0,0.0,40.0,0,1
48.0,4,357730.25,13,2,6,1,0,0,0.0,0.0,60.0,1,1
61.0,4,102447.14,14,2,7,1,0,0,0.0,0.0,40.0,1,1
41.0,4,149399.33,11,2,1,1,0,0,6552.976,0.0,40.0,1,1
49.0,4,153916.66,9,2,6,1,0,0,0.0,0.0,50.0,1,1
48.0,4,100657.12,13,2,3,1,0,0,0.0,2245.9995,55.0,1,1
37.0,1,341234.66,10,2,2,1,0,0,0.0,0.0,40.0,1,1
61.0,4,99609.17,14,2,3,1,1,0,0.0,0.0,40.0,1,1
38.0,4,186205.81,9,2,2,1,0,0,3325.0,0.0,43.0,1,1
34.0,5,195917.48,11,2,6,1,0,0,0.0,0.0,60.0,1,1
42.0,4,230344.42,13,2,3,1,0,0,0.0,0.0,40.0,1,1
47.0,3,102236.39,13,2,6,1,0,0,0.0,0.0,60.0,1,1
62.0,3,199295.66,16,2,6,1,0,0,96023.17,0.0,55.0,0,1
50.707382,6,66485.58,14,2,7,1,0,0,0.0,0.0,60.0,0,1
46.0,6,37701.07,13,2,7,1,0,0,0.0,0.0,60.0,1,1
34.0,4,244261.16,10,2,3,1,1,0,0.0,1988.8948,40.0,1,1
49.0,4,181769.9,9,2,6,1,0,0,0.0,0.0,50.0,1,1
44.0,4,186062.64,16,2,6,1,0,0,11771.887,0.0,50.0,1,1
39.0,4,301533.62,13,2,6,1,0,0,0.0,0.0,40.0,1,1
44.0,5,184201.02,9,2,6,1,0,0,0.0,0.0,40.0,1,1
30.0,4,315586.38,9,2,5,1,0,0,0.0,0.0,60.0,1,1
30.0,4,176064.45,14,2,7,1,0,0,10392.582,0.0,65.0,1,1
29.0,4,77474.414,9,2,2,1,0,0,0.0,0.0,40.0,1,1
41.0,4,183630.88,9,2,2,1,0,0,0.0,0.0,60.0,1,1
35.0,4,38476.45,13,2,2,1,0,0,0.0,0.0,40.0,1,1
42.0,4,178006.0,13,2,7,1,0,0,0.0,0.0,50.0,1,1
46.0,4,248947.72,13,2,7,1,0,0,14582.721,0.0,40.0,0,1
45.459225,4,61986.89,7,2,2,1,0,0,0.0,0.0,45.0,1,1
48.0,5,128090.73,9,2,3,1,0,1,0.0,0.0,60.0,1,1
42.0,4,230356.47,10,2,5,1,0,0,0.0,0.0,40.0,1,1
36.0,4,364233.47,13,2,3,1,0,0,0.0,0.0,40.0,1,1
58.0,4,198785.61,15,2,7,1,0,0,99756.89,0.0,18.0,0,1
55.72306,4,151018.62,9,2,5,1,0,0,0.0,0.0,40.0,1,1
49.0,5,110180.05,14,2,3,1,0,0,0.0,0.0,53.130043,1,1
41.0,4,194933.47,9,2,2,1,0,0,0.0,0.0,60.0,1,1
46.0,4,542263.4,14,2,3,1,0,0,0.0,0.0,50.0,1,1
34.0,4,57265.086,9,2,3,1,0,0,0.0,0.0,40.0,1,1
49.0,4,155447.7,10,-1,6,0,0,0,0.0,0.0,54.645527,1,1
42.0,5,50305.504,9,0,2,0,0,1,7149.591,0.0,50.0,1,1
47.0,3,58975.97,9,2,3,1,0,0,14299.857,0.0,45.0,1,1
43.0,4,196788.33,13,2,7,1,0,0,0.0,0.0,40.0,1,1
58.149986,3,101278.67,15,2,5,1,0,0,0.0,0.0,40.0,1,1
51.0,5,66386.1,10,2,2,1,0,0,0.0,0.0,64.27488,1,1
41.0,4,169523.11,13,2,3,1,0,0,0.0,0.0,40.0,1,1
47.0,4,133434.52,12,2,3,1,0,0,6627.3584,0.0,40.0,1,1
38.0,4,179533.61,13,2,3,1,0,0,7505.4375,0.0,50.0,0,1
62.687065,6,173977.64,16,2,7,1,-1,0,99912.76,0.0,55.0,1,1
56.0,4,128974.55,14,2,3,1,0,0,0.0,0.0,50.0,1,1
50.0,4,72188.42,13,2,6,1,0,0,0.0,2141.5457,60.0,1,1
38.0,4,179625.25,12,2,7,1,0,1,0.0,0.0,40.0,1,1
35.0,4,171065.11,10,2,2,1,0,0,0.0,0.0,40.0,1,1
42.0,4,143566.86,14,2,2,1,0,0,0.0,0.0,40.0,1,1
39.0,4,111657.91,13,2,6,1,0,0,5011.954,0.0,40.0,0,1
37.0,4,216780.72,13,2,1,1,0,0,0.0,0.0,50.0,1,1
40.0,4,80563.1,10,2,6,1,0,0,0.0,0.0,55.0,1,1
50.0,3,37006.043,14,2,6,1,0,0,0.0,0.0,48.0,1,1
39.0,4,65985.14,13,3,3,1,0,0,7314.6143,0.0,60.0,1,1
31.0,5,184326.69,11,2,7,1,0,1,0.0,0.0,15.0,1,1
39.0,5,37240.875,9,2,3,1,0,0,11948.249,0.0,50.0,1,1
35.0,4,120721.17,13,0,6,0,0,0,0.0,0.0,40.0,1,1
57.0,5,234580.77,10,2,7,1,0,0,0.0,0.0,40.0,1,1
30.0,4,205973.94,13,2,6,1,0,0,11587.051,0.0,50.0,1,1
39.0,4,183739.88,13,2,6,1,1,0,0.0,0.0,45.0,1,1
38.0,1,228370.36,10,2,2,1,0,0,0.0,0.0,40.0,1,1
48.0,4,165742.61,12,2,6,1,0,0,0.0,0.0,60.0,1,1
79.68832,4,141272.17,14,2,7,1,0,1,7179.202,0.0,40.0,1,1
51.0,3,36672.812,9,2,6,1,0,0,0.0,0.0,40.0,1,1
59.0,4,208393.38,9,2,2,1,0,0,6828.8364,0.0,44.0,1,1
36.0,3,258054.5,13,2,2,1,0,0,0.0,0.0,40.0,1,1
45.0,6,166532.81,10,-1,6,2,0,0,3912.2651,0.0,45.0,1,1
41.0,2,199679.83,9,2,5,1,0,0,0.0,0.0,40.0,1,1
33.0,4,106078.734,9,2,2,1,0,1,0.0,0.0,30.0,1,1
28.0,4,241918.67,13,2,3,1,0,0,0.0,0.0,50.0,1,1
44.0,2,98396.34,14,2,7,1,-1,0,0.0,0.0,40.0,1,1
45.0,4,129972.99,14,2,6,1,0,0,0.0,0.0,70.0,1,1
38.0,4,399290.28,13,2,7,1,0,0,0.0,0.0,40.0,1,1
43.0,4,29989.74,13,2,6,1,0,1,0.0,0.0,40.0,1,1
73.0,5,57002.945,13,2,3,1,0,0,0.0,0.0,20.0,1,1
51.0,1,239277.83,14,2,7,1,1,0,4650.0,0.0,40.0,1,1
25.0,5,47785.86,13,2,7,1,0,0,0.0,1877.8164,56.0,1,1
36.0,4,287475.22,14,0,3,0,1,0,0.0,0.0,50.0,1,1
37.0,4,34360.375,9,2,3,1,0,0,0.0,0.0,50.0,1,1
58.0,6,192752.38,9,2,6,1,0,0,0.0,0.0,40.0,1,1
39.0,4,119850.734,9,2,3,1,0,0,0.0,0.0,40.0,1,1
46.0,1,213893.42,10,2,7,1,0,0,0.0,0.0,40.0,1,1
47.0,4,28123.795,9,2,2,1,0,1,0.0,0.0,40.0,1,1
48.0,3,149565.77,13,2,7,1,-1,0,0.0,0.0,40.0,1,1
46.0,4,130079.57,16,2,7,1,0,0,0.0,0.0,40.0,1,1
41.0,4,217311.39,14,2,7,1,0,0,0.0,0.0,28.0,1,1
69.92538,2,228404.31,14,2,7,1,0,0,0.0,0.0,40.0,1,1
43.0,4,171319.95,14,0,7,0,0,1,14348.088,0.0,55.0,1,1
49.0,4,182529.19,13,-1,3,2,0,0,0.0,0.0,65.0,0,1
55.0,4,71273.58,9,2,3,1,0,1,0.0,2235.7065,45.0,1,1
49.0,4,263833.47,13,2,5,1,0,0,0.0,0.0,40.0,1,1
39.0,6,349640.4,10,2,3,1,0,1,0.0,0.0,40.0,1,1
47.0,4,257521.81,13,2,3,1,0,0,0.0,0.0,50.0,1,1
44.0,4,86719.89,10,2,6,1,0,0,0.0,2012.577,45.0,1,1
